,Unnamed: 0,author,date,favorite,thumb,title,title_href
70,70.0,笔记侠,2018/11/02,2,1,实现病毒式的增长并非无法可循,http://www.woshipm.com/operate/1584062.html
71,71.0,404,2018/11/01,5,4,用户理解：没有什么问题是一杯热水不能解决的？,http://www.woshipm.com/operate/1579670.html
72,72.0,蛋壳花生,2018/11/01,25,7,运营新手入门武功心法——四步循环升级法,http://www.woshipm.com/operate/1580903.html
73,73.0,即能,2018/11/01,16,0,内测用户的力量： 一个月从0到2500订阅者,http://www.woshipm.com/operate/1579977.html
74,74.0,野蛮运营邦,2018/11/01,59,47,总结： 8 大主流自媒体平台优缺点以及运营建议,http://www.woshipm.com/operate/1579603.html
75,75.0,高兴,2018/10/31,36,7,教你四个大招儿，带你破解社群微信群活跃难题,http://www.woshipm.com/operate/1577881.html
76,76.0,姑婆那些事儿,2018/10/31,23,1,复盘：我做裂变踩过的几个坑,http://www.woshipm.com/operate/1575620.html
77,77.0,何杨,2018/10/31,14,7,3个套路，9大实例，让你实体店铺到店率提高5倍！,http://www.woshipm.com/operate/1577765.html
78,78.0,Alice,2018/10/31,20,3,陈春花：如何认识企业的目标市场与竞争对手？,http://www.woshipm.com/operate/1578586.html
79,79.0,Mark Hayes,2018/10/31,24,2,透过四大经典案例来看SaaS公司如何降低客户流失率,http://www.woshipm.com/operate/1577196.html
80,80.0,SEOdaniel,2018/10/30,2,0,Daniel教你如何提升Youtube营销效果,http://www.woshipm.com/operate/1573679.html
81,81.0,靖哥哥营销,2018/10/30,4,10,认知对比——提升高价产品用户转化率的秘诀！,http://www.woshipm.com/operate/1571461.html
82,82.0,阿西,2018/10/30,17,8,以环球捕手为例，3年GMV增长至100亿，什么是社群电商的壁垒,http://www.woshipm.com/operate/1554310.html
83,83.0,洛羽Telisa,2018/10/30,7,5,0基础裂变、4天引流700+，关于用户社群运营，我总结了以下几个经验,http://www.woshipm.com/operate/1573963.html
84,84.0,老虎讲运营,2018/10/30,13,1,从社群的3个阶段，解读社群运营的玩法,http://www.woshipm.com/operate/1571771.html
85,85.0,残照以为记,2018/10/30,11,4,「老头儿」的互联网思维,http://www.woshipm.com/operate/1573184.html
86,86.0,缪丽伟,2018/10/30,38,6,营销的本质从来没有改变——洞察需求（1）,http://www.woshipm.com/operate/1314097.html
87,87.0,张大伦,2018/10/30,39,20,三个方法：论构建产品游戏化思维,http://www.woshipm.com/operate/1571814.html
88,88.0,焦糖Pan,2018/10/30,36,13,拥有8000万用户的「美篇」，有什么可借鉴的内容运营策略？,http://www.woshipm.com/operate/1569180.html
89,89.0,人人都是产品经理,2018/10/30,146,51,做用户增长时，如何做好新增用户的留存（附完整版PPT）,http://www.woshipm.com/operate/1573345.html
90,90.0,卡思数据,2018/10/29,26,8,垂直领域的内容该如何打造IP？,http://www.woshipm.com/operate/1570412.html
91,91.0,歪歪,2018/10/29,3,4,价值五万的产品宣传视频是怎么设计出来的,http://www.woshipm.com/operate/1569645.html
92,92.0,Alice,2018/10/29,5,1,为什么奢侈品在中国一下子又好卖了 ?,http://www.woshipm.com/operate/1568175.html
93,93.0,呵先生,2018/10/29,33,7,你的品牌想成为班级里面的哪个角色？,http://www.woshipm.com/operate/1568373.html
94,94.0,魏家东,2018/10/29,8,2,周润发表态宣言：“有趣更有用”，一点资讯这一波玩的666！,http://www.woshipm.com/operate/1566634.html
95,95.0,WISE,2018/10/29,71,16,营销活动如何更好的发放奖品？,http://www.woshipm.com/operate/1566537.html
96,96.0,糖分控,2018/10/29,28,7,五个套路告诉你：知识付费平台如何做用户增长,http://www.woshipm.com/operate/1566080.html
97,97.0,不理朝的王爷,2018/10/29,53,3,3天，0预算，卖货1万，你想要的活动方法论都在这里了！,http://www.woshipm.com/operate/1565507.html
98,98.0,坤龙老师,2018/10/27,21,2,灵魂有香气的女子：不裂变、不分销，如何靠社群电商月销千万？,http://www.woshipm.com/operate/1561920.html
99,99.0,连长,2018/10/27,39,10,社区型产品探索期运营策略及执行分享,http://www.woshipm.com/operate/1562314.html
100,100.0,Pflv,2018/10/27,26,4,AI时代需要怎样的运营？,http://www.woshipm.com/operate/1562292.html
101,101.0,麦文佳,2018/10/26,20,6,微信个人号如何通过引流快速获取5000粉丝,http://www.woshipm.com/operate/1557577.html
102,102.0,曹涛,2018/10/26,3,2,首汽约车客服经理，请你进来看一下,http://www.woshipm.com/operate/1561055.html
103,103.0,探索服务设计,2018/10/26,14,6,我们为什么需要服务设计?,http://www.woshipm.com/operate/1559305.html
104,104.0,铭航说运营,2018/10/26,19,4,关于会议营销，你要了解这4个方面的内容,http://www.woshipm.com/operate/1413664.html
105,105.0,诸葛io,2018/10/26,56,18,29个项目，68种方法，增长黑客总结的3张运营数据分析表格,http://www.woshipm.com/operate/1559645.html
106,106.0,起点学院,2018/10/26,7,0,小七带你逛起点｜运营人成长过程中的常见困惑，你是怎么解决的？,http://www.woshipm.com/operate/1556154.html
107,107.0,Ranger,2018/10/25,154,51,如何用产品思维找到奶茶店的增长点,http://www.woshipm.com/operate/1557987.html
108,108.0,Stone,2018/10/25,28,13,困住教育企业发展的，不止是流量,http://www.woshipm.com/operate/1557051.html
109,109.0,Lyle-阮磊,2018/10/25,13,2,从企业担心的三方面入手，打造具有安全感的B端产品,http://www.woshipm.com/operate/1379052.html
110,110.0,凤城狂客,2018/10/25,19,5,种子用户系列（三）：种子用户的运营侧重点和常见方法,http://www.woshipm.com/operate/1557200.html
111,111.0,活动盒子,2018/10/25,25,8,实操复盘 | 一个运营体系，支撑在线教育的百万用户&千万营收,http://www.woshipm.com/operate/1556226.html
112,112.0,SEOdaniel,2018/10/25,2,0,四个步骤，快速提升Adwords投资回报率！,http://www.woshipm.com/operate/1553823.html
113,113.0,陈文中,2018/10/25,42,10,一张周黑鸭会员卡，6亿元机会成本,http://www.woshipm.com/operate/1553838.html
114,114.0,老虎讲运营,2018/10/25,11,4,如何割韭菜？试试情感灌入,http://www.woshipm.com/operate/1553558.html
115,115.0,最有趣的人,2018/10/25,59,26,作为一名运营，要具备哪些基本能力？,http://www.woshipm.com/operate/1551414.html
116,116.0,凤城狂客,2018/10/25,9,2,种子用户系列（二）：种子用户的画像及拓展？,http://www.woshipm.com/operate/1552118.html
117,117.0,Thinker韩,2018/10/24,45,13,一个连“店铺诊断”都不会做的运营，就不要谈什么前途了,http://www.woshipm.com/operate/1552185.html
118,118.0,Iris啊-,2018/10/24,39,19,平均1块钱1个用户的引流小活动，我是如何做到的？,http://www.woshipm.com/operate/1551135.html
119,119.0,橙子,2018/10/24,14,0,电商小程序如何自变现盈利？3步全拆解靠谱好物小程序,http://www.woshipm.com/operate/1550252.html
120,120.0,解悦,2018/10/24,11,9,复盘丨马蜂窝价值2千5百万的运营活动，究竟获得了什么？,http://www.woshipm.com/operate/1550000.html
121,121.0,cecil,2018/10/24,20,4,在产品迭代中，如何用数据驱动用户增长？,http://www.woshipm.com/operate/1542437.html
122,122.0,男二号,2018/10/24,28,9,定位：标准化生产爆款内容的不变法则,http://www.woshipm.com/operate/1549138.html
123,123.0,小白菜地里黄,2018/10/24,35,13,4年估值突破200亿元，VIPKID是怎么做到的？,http://www.woshipm.com/operate/1547369.html
124,124.0,柒柒是80后,2018/10/24,20,3,后台管理之用户管理总结,http://www.woshipm.com/operate/1538416.html
125,125.0,Mark Hayes,2018/10/23,10,2,邮件营销——不可错过的超级市场,http://www.woshipm.com/operate/1542730.html
126,126.0,姑婆那些事儿,2018/10/23,19,4,从0到1，解读安卓ASO优化！,http://www.woshipm.com/operate/1545310.html
127,127.0,异彩,2018/10/23,19,6,案例分析：公寓管理系统如何配置和架构,http://www.woshipm.com/operate/1543053.html
128,128.0,swimming,2018/10/23,50,9,从裂变活动说起，如何通过公众号导流给双十一活动,http://www.woshipm.com/operate/1542726.html
129,129.0,SKY#沙铉皓,2018/10/23,38,16,活动运营方法论：如何实操一个创意流程,http://www.woshipm.com/operate/1540366.html
130,130.0,凤城狂客,2018/10/23,9,5,种子用户系列（一）：种子用户的价值与必要性？,http://www.woshipm.com/operate/1540685.html
131,131.0,韩利,2018/10/23,166,50,运营最美，不过小情小欲（ 故事版 ）,http://www.woshipm.com/operate/1542701.html
132,132.0,铭航说运营,2018/10/22,77,28,一份好的活动策划方案，要考虑哪些要点？,http://www.woshipm.com/operate/1531099.html
133,133.0,Fong,2018/10/22,77,12,3类自带流量的玩法，打开活动转化的大门,http://www.woshipm.com/operate/1520600.html
134,134.0,坤龙老师,2018/10/22,24,12,洪胖胖：打开率40%，点赞2W，咪蒙如何用最笨的方法，做出最带货的号？,http://www.woshipm.com/operate/1532293.html
135,135.0,铭航说运营,2018/10/22,27,5,社群营销实战：从四个方面入手,http://www.woshipm.com/operate/1445869.html
136,136.0,蛋壳花生,2018/10/22,30,8,我理解的运营，是传递产品价值和反馈用户信息的连接者,http://www.woshipm.com/operate/1535886.html
137,137.0,小强Joey,2018/10/22,30,3,社交产品方法论（九）：产品运营的二三事,http://www.woshipm.com/operate/1536583.html
138,138.0,SEOdaniel,2018/10/22,3,1,Pinterest营销，如何做好基础设置,http://www.woshipm.com/operate/1534374.html
139,139.0,Mr Tang,2018/10/19,78,26,案例分析：十二个基于用户增长的游戏化策略,http://www.woshipm.com/operate/1527052.html
140,140.0,肥寒,2018/10/19,62,25,如何有效激活新用户？这3点你需要了解,http://www.woshipm.com/operate/1531218.html
141,141.0,香鱼,2018/10/19,39,8,2个月获用户1000万的先试后买平台，trytry是如何快速打穿市场的？,http://www.woshipm.com/operate/1522991.html
142,142.0,Mark Hayes,2018/10/19,19,7,从营到销——不可跨越的客户价值历程,http://www.woshipm.com/operate/1529113.html
143,143.0,cecil,2018/10/19,20,3,增长的关键：如何提升用户留存？,http://www.woshipm.com/operate/1528568.html
144,144.0,起点学院,2018/10/19,19,1,小七带你逛起点｜运营人，如何快速地构建系统性的知识体系？,http://www.woshipm.com/operate/1521289.html
145,145.0,德瑞克,2018/10/18,66,19,三个方面，说说我的运营观以及方法论,http://www.woshipm.com/operate/1519071.html
146,146.0,蝌蚪互娱,2018/10/17,54,15,AARRR已是过去式，而RARRA才是更好的增长黑客模型,http://www.woshipm.com/operate/1518912.html
147,147.0,Fong,2018/10/17,33,8,产品增长提速，把握两点,http://www.woshipm.com/operate/1515565.html
148,148.0,木木老贼,2018/10/16,44,16,一个提升运营/营销转化率的万能方法！,http://www.woshipm.com/operate/1517072.html
149,149.0,活动盒子,2018/10/16,65,13,从运营角度，谈谈金融产品的用户激励体系,http://www.woshipm.com/operate/1515803.html
150,150.0,95后聊科技,2018/10/16,50,12,增长黑客 | 爱情银行APP的用户裂变,http://www.woshipm.com/operate/1514692.html
151,151.0,诸葛io,2018/10/16,37,4,如何通过行为分析定义新增用户？,http://www.woshipm.com/operate/1512393.html
152,152.0,老虎讲运营,2018/10/16,28,12,如何成为一个牛掰的运营？给你2个方法,http://www.woshipm.com/operate/1513529.html
153,153.0,出海运营,2018/10/16,31,9,如何从0到1建立海外运营推广体系？,http://www.woshipm.com/operate/1506565.html
154,154.0,95后聊科技,2018/10/16,27,6,增长黑客 | 高德地图的用户增长之路,http://www.woshipm.com/operate/1509777.html
155,155.0,SKY#沙铉皓,2018/10/15,55,21,实例分析｜7种“看不懂”的活动文案,http://www.woshipm.com/operate/1512283.html
156,156.0,朱朱,2018/10/15,117,25,运营的“三大驱动”关系：产品、用户、组织惯性,http://www.woshipm.com/operate/1509499.html
157,157.0,独孤伤,2018/10/15,24,7,熊猫小课：这个知识付费界的“新品种”，如何靠裂变获取近百万粉丝？,http://www.woshipm.com/operate/1506073.html
158,158.0,winnie0825,2018/10/15,33,7,以微信读书为例：从触达到转化，3步有效落地增长策略,http://www.woshipm.com/operate/1506820.html
159,159.0,天天问,2018/10/15,12,11,【天天问每周精选】第50期：大开眼界：活动运营的新鲜玩法,http://www.woshipm.com/operate/1495044.html
160,160.0,Iris啊-,2018/10/13,32,8,以盒马鲜生为例：从流量角度，聊聊最接地气的频道运营策略,http://www.woshipm.com/operate/1501764.html
161,161.0,纸盒小卡车,2018/10/13,51,12,课程分销玩法：活动策划全流程+方法论提炼+避坑指南,http://www.woshipm.com/operate/1501898.html
162,162.0,喵小五,2018/10/12,72,14,玩转社群运营中用户运营的5个要点,http://www.woshipm.com/operate/1494996.html
163,163.0,铭航说运营,2018/10/12,83,58,移动互联网4种引流思维：免费思维、跨界思维、平台思维、金融思维,http://www.woshipm.com/operate/1473575.html
164,164.0,迩,2018/10/12,15,8,活动创意没思路？诺贝尔文学奖了解一下,http://www.woshipm.com/operate/1487163.html
165,165.0,铭航说运营,2018/10/12,28,8,一起聊聊：免费引流之移动互联网3大裂变,http://www.woshipm.com/operate/1496466.html
166,166.0,诸葛io,2018/10/11,69,20,如何像支付宝锦鲤一样设计活动奖品？,http://www.woshipm.com/operate/1496251.html
167,167.0,杰少爷,2018/10/11,48,14,解读AARRR模型在微信小程序中的正确使用姿势,http://www.woshipm.com/operate/1496195.html
168,168.0,活动盒子,2018/10/11,28,7,裂变底层逻辑，如何让你的裂变持久有效？,http://www.woshipm.com/operate/1496135.html
169,169.0,彭志平,2018/10/10,63,36,优惠券，究竟是“馅饼”还是“陷阱”？,http://www.woshipm.com/operate/901279.html
170,170.0,Ella,2018/10/10,16,4,以社区团购为例：如何把握县级城镇的市场红利？,http://www.woshipm.com/operate/1494377.html
171,171.0,SKY#沙铉皓,2018/10/10,18,6,无论成败，项目都应该做好价值管理,http://www.woshipm.com/operate/1493523.html
172,172.0,杰黎,2018/10/10,51,13,「京东到家」的运营套路：怪不得总让人忍不住剁手！,http://www.woshipm.com/operate/1486928.html
173,173.0,Levin,2018/10/10,34,4,9月漫谈 | 我的10条产品运营笔记,http://www.woshipm.com/operate/1489917.html
174,174.0,Analysys易观,2018/10/10,9,1,运营活动节奏还跟着节假日走？数据驱动下的运营节奏正在悄悄加速,http://www.woshipm.com/operate/1489046.html
175,175.0,木公子,2018/10/10,50,29,聚焦K12在线招生和续报，运营可以做哪些事？（提高40%招生率的系统运营打法）,http://www.woshipm.com/operate/1479070.html
176,176.0,冯义运,2018/10/10,22,8,女性的共享衣橱，衣二三产品运营的分析,http://www.woshipm.com/operate/1476454.html
177,177.0,Mark Hayes,2018/10/10,15,4,SaaS运营：最有效的六大KPI管理,http://www.woshipm.com/operate/1489415.html
178,178.0,善宝橘,2018/10/09,62,17,如何做用户运营？你首先需要知道这些……,http://www.woshipm.com/operate/1486465.html
179,179.0,墨饕,2018/10/09,28,5,产品的前戏：提前超预期，让用户兴奋,http://www.woshipm.com/operate/1488626.html
180,180.0,SKY#沙铉皓,2018/10/09,39,10,做好项目质量管理只需简单三步,http://www.woshipm.com/operate/1483981.html
181,181.0,音乐先声,2018/10/09,11,7,两大套路：「抖音」神曲，如何成了全民洗脑盛宴？,http://www.woshipm.com/operate/1337282.html
182,182.0,越陌,2018/10/09,68,9,看《奇葩说》第五季，聊聊如何运营达人,http://www.woshipm.com/operate/1470972.html
183,183.0,王宇庭,2018/10/09,18,6,产品运营过程中，简单却常被忽略的几个关键点,http://www.woshipm.com/operate/1485173.html
184,184.0,木公子,2018/10/09,72,25,月薪3w运营人，能通过设计问卷洞察用户需求,http://www.woshipm.com/operate/1480844.html
185,185.0,独孤伤,2018/10/08,116,19,微信裂变玩法盘点：运营小白如何变成增长黑客？,http://www.woshipm.com/operate/1482032.html
186,186.0,裴哲琦,2018/09/30,103,25,以阿里健康APP为例，聊聊会员积分运营体系设计,http://www.woshipm.com/operate/1415406.html
187,187.0,诸葛io,2018/09/30,13,1,微信任性更新订阅号，新媒体从业者自救指南,http://www.woshipm.com/operate/1469615.html
188,188.0,列克星敦,2018/09/30,40,8,备战双十一，四个案例教你打造最佳活动,http://www.woshipm.com/operate/1442709.html
189,189.0,独孤伤,2018/09/30,52,7,7天获取1w+用户，转化率超50%，裂变只需做对3件事,http://www.woshipm.com/operate/1468786.html
190,190.0,越陌,2018/09/30,22,12,想去电商平台当运营？先了解下运营工种,http://www.woshipm.com/operate/1467402.html
191,191.0,冯义运,2018/09/29,18,9,在产品和运营角度，唯品会在各阶段都做了什么,http://www.woshipm.com/operate/1443928.html
192,192.0,潘伟涛,2018/09/29,51,5,跨越鸿沟：种子用户的界定与运营,http://www.woshipm.com/operate/1467021.html
193,193.0,王子朋,2018/09/29,77,42,案例复盘：我用产品经理的思路，做了一个微信群,http://www.woshipm.com/operate/1462834.html
194,194.0,活动盒子,2018/09/28,47,4,裂变大神都在用的：“3步裂变法”,http://www.woshipm.com/operate/1463645.html
195,195.0,高兴,2018/09/28,25,8,为什么你学了那么多社群课，却仍然搞不好社群？,http://www.woshipm.com/operate/1463438.html
196,196.0,刘志兴,2018/09/27,26,3,两次裂变实操之后，这些建议和注意事项你需要知道,http://www.woshipm.com/operate/1459100.html
197,197.0,木木老贼,2018/09/27,21,6,微信订阅号再次改版，「运营喵」这次又要注意什么？（附头图制作新解）,http://www.woshipm.com/operate/1458341.html
198,198.0,雅格布,2018/09/27,28,5,我有一个竞争方案，让用户去选择你的产品而不是别人,http://www.woshipm.com/operate/1457282.html
199,199.0,善宝橘,2018/09/27,15,9,互联网红利：消失是不可能消失的，一辈子都不可能的,http://www.woshipm.com/operate/1447546.html
200,200.0,SKY#沙铉皓,2018/09/27,10,8,成功的目标管理决定65.8%项目的成败,http://www.woshipm.com/operate/1455616.html
201,201.0,老虎讲运营,2018/09/26,32,5,沉浸感，好内容的共同点,http://www.woshipm.com/operate/1453703.html
202,202.0,lain,2018/09/26,39,11,大数据下的运营利器（一）：精准提醒平台,http://www.woshipm.com/operate/1446784.html
203,203.0,Jonas,2018/09/25,60,16,运营实战案例分析：如何制定运营策略？,http://www.woshipm.com/operate/1450397.html
204,204.0,记小忆,2018/09/25,50,13,留存亦是最大的增长,http://www.woshipm.com/operate/1448727.html
205,205.0,起点学院,2018/09/25,12,0,Judy带你逛起点丨中高级运营经理的“T字型”能力发展规划,http://www.woshipm.com/operate/1393849.html
206,206.0,蝌蚪互娱,2018/09/24,66,22,循序渐进的增长黑客指南：如何提高用户留存（实践方法篇）,http://www.woshipm.com/operate/1438685.html
207,207.0,Chris,2018/09/24,111,37,如何认知运营的4阶段，从低级向高级运营进阶？,http://www.woshipm.com/operate/1442128.html
