contents,
"你们都是怎么用完那么多口红的
我到现在为止只有一只Dior唇膏快用完了
两年前买的都剩下半管以上
关键是 保质期才三年啊 …
恨自己只有一个嘴唇",
跟我看见Dior的包包是一样的眼神,
亲亲的的Dior Tee搭配低调太好看啦🤩🤩🤩🤩,
姐妹们 dior999是真的要入一个👏🏻,
#杨洋# 刚看完《迪奥先生》快笑抽过去，一刷微博，杨先生这胸前大大的Dior是什么鬼……,
今天试了dior口红857 很适合我 很好看 刚在柜台试了娇兰金钻01还有一个珍珠肌透白亮颜粉饼01 BA手法很轻 她问我今天是不是用了日系 我和她说是suqqu 她说色号是不是101还是002 好厉害我用的就是002 还有我用的双眼皮贴居然和她一样她猜出来了 还夸我眉毛画的好 哈哈哈我眉毛就用的卡奇色彩 ...全文,
"【陈飞宇 周洁琼】
上热搜了安利一下我们小陈
#陈飞宇##陈飞宇快乐大本营#
他是Dior中国最年轻的千禧大使
穿上西装是帅气迷人的贵族公子
换上短t是朝气蓬勃的运动系少年
他是电视剧《将夜》中快意江湖的宁缺少侠
也是将夜剧组杀青时仔细为导演切上第一块蛋糕的贴心小哥哥
他偶尔会把饭拍 ...全文",
"很多时候，dior lady （戴妃包）往往是因为你要的太少 别人才索性什么都不给你
结果你一无所有",
"有个特别傻的问题：好想进入大学之后，各种时尚，牌子知识扑面而来，以口红为例，从不知道牌子，到一个个或听说，或查询，知道了ysl,dior,tf,ct,sl，当然还有很多未知。但，我们这一届，究竟是刚好赶上了这个时代，还是一届届的人，都跟我们一样。",
发布了头条文章《Dior lady戴妃包》（三格四格徽章）安静地生活，过着平常的日子，守侯淡泊的岁月，即使是坐在窗口边静静地看云，偶尔，天空上有几只鸟儿快乐地飞过，偶尔，风吹来把自己的发丝吹乱，也是一种幸福。,
关于豆沙色 nars几款经典由于卷笔刀放弃 Mac see sheer 感觉太浅色不适合黄皮brick o-la种草很久但依旧因为不是自己最喜欢的那种豆沙放弃。最近看了很多小红书，Lancôme180直接惊艳我了 于是放弃Dior772的干玫瑰豆沙，但最后和当初的cockney一样上唇不适合，色浅。乐山刚回的772居然更适合黄皮的我。强 ...全文,
"tf15在我心中的地位是什么呢？
面对dior740，nars的mona，ysl银管唇釉11等等草，我还是毅然决然要买第二只tf15
要是只能带一直口红，绝对是这只没错了，任何场合都出不了错 延吉·中心区",
"【陈飞宇 周洁琼】
上热搜了安利一下我们小陈
#陈飞宇##陈飞宇快乐大本营#
他是Dior中国最年轻的千禧大使
穿上西装是帅气迷人的贵族公子
换上短t是朝气蓬勃的运动系少年
他是电视剧《将夜》中快意江湖的宁缺少侠
也是将夜剧组杀青时仔细为导演切上第一块蛋糕的贴心小哥哥
他偶尔会把饭拍 ...全文",
"很多时候，dior lady （戴妃包）往往是因为你要的太少 别人才索性什么都不给你
结果你一无所有",
"有个特别傻的问题：好想进入大学之后，各种时尚，牌子知识扑面而来，以口红为例，从不知道牌子，到一个个或听说，或查询，知道了ysl,dior,tf,ct,sl，当然还有很多未知。但，我们这一届，究竟是刚好赶上了这个时代，还是一届届的人，都跟我们一样。",
发布了头条文章《Dior lady戴妃包》（三格四格徽章）安静地生活，过着平常的日子，守侯淡泊的岁月，即使是坐在窗口边静静地看云，偶尔，天空上有几只鸟儿快乐地飞过，偶尔，风吹来把自己的发丝吹乱，也是一种幸福。,
关于豆沙色 nars几款经典由于卷笔刀放弃 Mac see sheer 感觉太浅色不适合黄皮brick o-la种草很久但依旧因为不是自己最喜欢的那种豆沙放弃。最近看了很多小红书，Lancôme180直接惊艳我了 于是放弃Dior772的干玫瑰豆沙，但最后和当初的cockney一样上唇不适合，色浅。乐山刚回的772居然更适合黄皮的我。强 ...全文,
"tf15在我心中的地位是什么呢？
面对dior740，nars的mona，ysl银管唇釉11等等草，我还是毅然决然要买第二只tf15
要是只能带一直口红，绝对是这只没错了，任何场合都出不了错 延吉·中心区",
"点个赞就行
揪一位送DIOR最经典的999
顺便把关注点了，明天就开！",
"高光拌饭来一碗
#近期爱用高光#
p1 Colourpop Flexitarian
p2 Dior Holo Pink
p3 Jouer Citrine
p4 Nars Hot sand
p56 Colourpop Lunch money",
"💄dior999和chili叠涂真的真的超显白！
🍦冰淇淋是心头爱
👯和沈芭比一起在食堂吃外卖真的特别开心
💆在学校不能把头发放下来好难过
🍹这样的日子只剩39天了...",
"#angelababy#

巴黎 - 17年Dior70周年纪念展

Baby壁纸7P - Part 1

截自视频： 网页链接",
路上看见走在前面的小姐姐 拎的袋子掉出来两个瓶子 碎了 走进一看 一瓶Dior的香水 一瓶好像是whoo的乳液 心疼...都是钱啊...,
Dior变色唇膏真的超级好用啊！第一次用完一支唇膏，学习某音卸开了看看里面啥样的。 好在还有两支在途中@今天开始叫老吴 国外要玩得开心哟！,
【世界奢侈品教父揭秘：最大奢侈品集团路易威登怎么炼成的】全球最大奢侈品集团LVMH的掌控者贝尔纳·阿尔诺是法国最富有的人，手里拥有LV、Dior等50多个奢侈品品牌。他说很多人想效仿他，但还没有成功者 老板联播的秒拍视频,
Dior Special By Casper Sejersen For Another Man Magazine SS18,
卧槽我把饮料洒包里了我一张纸都没带我就眼睁睁看着我的Dior999泡在里面,
我要疯了 我竟然不小心扣了一块 之前室友的dior不小心磕了一下心疼的要死 我不以为意的说反正会用掉的 我当时是怎么说出口的 我的天呐好心疼 平湖·独山港镇,
能把阿玛尼406修成Dior999就服我了,
我真滴爱惨了dior的643 简直是我这种黑黄皮肤的春天,
好久没发Total Look的搭配了，最近偷懒了～那先看看高级珠宝入门级的产品呗❤️in Dior,
刘雯 Dior 2012春夏高定秀场.曼妙优雅的表姐又是别样的味道,
#格乐丽雅玩转汝矣岛#离天空最近的美术馆，都市，印象。绘画，照片。小编这就带你去感受心跳的感觉！转发并@ 一位好友，心动礼物DIOR 999送给你~5月4日开奖！ 韩华格乐丽雅免税店的秒拍视频,
闲着无聊的口红试色 dior740枫叶色,
"#防弹少年团# 【防弹 同款地】180428 智旻推特

咕咕: uniqlo 心斎橋店
泰泰: dior 心斎橋店 对出马路

大阪地铁心斎橋站

韩国地陪导游 旅游博@YOLO_TOUR
*查看置顶微博能看到更多同款地攻略",
粉了Uzi五年了 上次和前任在现场被让二追三 这次终于等到了我狗的冠军 开个小车吧 转发过100开 Dior999一只可折现 Uzi牛批 Rng牛批 接着就等属于一个LPL的S赛冠军@微博抽奖平台,
哇塞，意外买到一瓶很好闻的香水，太中意了吧，感觉比Miss Dior好闻啊，更清淡，更少女，简直是厉害了，完全是盲买啊没试味道呢……我怎么这么会买东西，总是不经意看到好东西,
南瓜盘＋dior740＋nara sexappeal＋kiss me眼线睫毛膏＋catrice高光修容以上即便要hold住欧美系也没问题！最近真的沉迷混搭大概是因为没钱买新的叭只能花样吃老本,
香奶奶丝绒58 emmm…气场比dior999还强,
闲着无聊的口红试色 dior740枫叶色,
"#防弹少年团# 【防弹 同款地】180428 智旻推特

咕咕: uniqlo 心斎橋店
泰泰: dior 心斎橋店 对出马路

大阪地铁心斎橋站

韩国地陪导游 旅游博@YOLO_TOUR
*查看置顶微博能看到更多同款地攻略",
粉了Uzi五年了 上次和前任在现场被让二追三 这次终于等到了我狗的冠军 开个小车吧 转发过100开 Dior999一只可折现 Uzi牛批 Rng牛批 接着就等属于一个LPL的S赛冠军@微博抽奖平台,
哇塞，意外买到一瓶很好闻的香水，太中意了吧，感觉比Miss Dior好闻啊，更清淡，更少女，简直是厉害了，完全是盲买啊没试味道呢……我怎么这么会买东西，总是不经意看到好东西,
南瓜盘＋dior740＋nara sexappeal＋kiss me眼线睫毛膏＋catrice高光修容以上即便要hold住欧美系也没问题！最近真的沉迷混搭大概是因为没钱买新的叭只能花样吃老本,
香奶奶丝绒58 emmm…气场比dior999还强,
"给你港
dior080真滴好看
非常滋润了
蓝后
b612使我美丽
估计我瘦50斤就是照片里的我？",
敲开心！！！，终于买到了dior740.实际颜色更深，没有打底显唇纹啊，,
在西方人臆想下二次创作的东方元素，神秘加些许邪恶再加入西方的华丽，不管是运用于室内装饰还是时装一直是我最喜欢的元素之一！西方人眼中的东方美女好像都是烟花女子的形象，魅惑妖娆神秘确眼神坚定，猜不透她到底在想些什么。Dior 1997 /Royal Pavilion,
"Dior888炒鸡好看呀！
💄的魔力真的很棒了
可以给人一整天的好心情",
口红没涂匀，dior的828很难涂晕好嘛。,
#今日贴纸打卡##莫负好春光# 最近好忙呀先上两个没人发的吧 Dior 家#快乐之源#,
"#angelababy#

巴黎 - 17年Dior70周年纪念展

Baby壁纸依旧7P - Part 3",
"点赞就行
揪一个粉丝送Dior唇釉421一支，明早开！",
所以今天是骚情范思哲和复古Dior出街，正好跟之前的夹克和衬衫换了个儿。你俩这是非要可着一样的牌子穿是吧，秀的溜溜第,
"假装自己很叛逆，其实是真闷骚
We are not girls, we are poison.
Are you ready to be poisoned?
#Dior##Dior poison girl perfume#",
发布了头条文章《lady Dior 三格羊皮》等再过几年，你长大些就明白了，对谁有情，就不会计较他是好还是坏，他高兴，你便跟着高兴，他不高兴，你也会难过，他有危险，你拼了命也会去救他，可是他却未必会同样待你，若是他果真待你也如此，那便是天底下最幸运的事了。——《重紫》,
Dior这个871太好看了叭!!强推!!!（素颜在学校涂不会被发现的吼,
没人比我更倒霉了 来米兰第一天就把墨镜给弄丢了 继丢了gentle monster后 又弄丢Dior 可以说心碎得稀巴烂了 😔 意大利·米兰,
"下午因为比赛结果有点难受
晚上出去浪 变得超级开始啊啊啊
买了芒果面包
试了一个好喜欢的色号
Dior 639唇膏 加入心愿清单
因为失眠昨晚一夜没睡 今天睡了两个小时
希望今晚睡个好觉
明天开始学习啦",
明天去车展做车模，领队让统一涂大红色口红，我没有我舍友就把她男朋友送她的的dior999借我了，真的是亲室友,
"Dior 7⃣️折
size 38. 38. 39. 36,5. 38,5 37",
"今天中午收到了晓芳姐的礼物，一支Dior 999和一张洋洋姐画的人物和晓芳姐老公写的文案的明信片，看过以后心里久久不能平静。

其实我感觉这一个月和同事们没太多交流，彼此之间也不了解，但是真的感受到了被用心对待的感觉。尤其是那句“电影如梦，做后方知不论风雨”还有洋洋姐朋友圈那句“世界没那么 ...全文",
"#宣美# 💜 #宣美0502生日快乐#

180428 宣美 【IG更新】

清凉清凉🆒和Dior makeup有趣的合作，这算又一个吧 宣美miyayeah_SunmiChinaDotCom的秒拍视频",
任何时候你都可以开始做自己想做的事，只要dior戴妃包你不用年龄和其他东西去束缚自己，每个人心中都有一片海，自己不扬帆，没人帮你启航，努力，就能遇见更好的自己。,
"鹿晗同款邮筒打卡
全球最大星巴克烘焙店打卡
巴金故居打卡
偷拍一张YY同学的背影照哈哈～（Dior灯太亮了曝光我对不起你）@90有余
A wonderful day～",
"【已开奖】
RNG冠军抽一个Dior999（不折现）
转发就好不用关注
只抽电竞粉，diss过五个人的不抽
等一句恭喜RNG
@微博抽奖平台",
"#南柱赫# men's uno 马来西亚5月刊封面，依旧是dior homme 推封，南柱赫拿下了men's uno与dior homme此次合作刊四个版本中三个封面希望可以有全满贯的一天
#南柱赫安市城##南柱赫河伯的新娘#",
"有了滤镜都可以直接省掉化妆

看不出来吧这其实是dior421だ!!!",
真心美的一个颜色，试色后的感觉就是巨显白[嘿哈][嘿哈]，和DIOR999的颜色相像，但胜在很润，谢谢多利同学的良心推荐哦 佛山·大沥镇,
任何时候你都可以开始做自己想做的事，只要dior戴妃包你不用年龄和其他东西去束缚自己，每个人心中都有一片海，自己不扬帆，没人帮你启航，努力，就能遇见更好的自己。,
"鹿晗同款邮筒打卡
全球最大星巴克烘焙店打卡
巴金故居打卡
偷拍一张YY同学的背影照哈哈～（Dior灯太亮了曝光我对不起你）@90有余
A wonderful day～",
"【已开奖】
RNG冠军抽一个Dior999（不折现）
转发就好不用关注
只抽电竞粉，diss过五个人的不抽
等一句恭喜RNG
@微博抽奖平台",
"#南柱赫# men's uno 马来西亚5月刊封面，依旧是dior homme 推封，南柱赫拿下了men's uno与dior homme此次合作刊四个版本中三个封面希望可以有全满贯的一天
#南柱赫安市城##南柱赫河伯的新娘#",
"有了滤镜都可以直接省掉化妆

看不出来吧这其实是dior421だ!!!",
真心美的一个颜色，试色后的感觉就是巨显白[嘿哈][嘿哈]，和DIOR999的颜色相像，但胜在很润，谢谢多利同学的良心推荐哦 佛山·大沥镇,
"一直以为我用的是那只 bb的burnt red
结果刚刚掏出来 才发现是那只dior的限定 tokyo red太像了8也…
了解一下这俩颜色都是出去玩颜色…
总之，回到愚公的感觉太好了8
就好像回家了一样！ 北京·愚公移山",
"不就是85斤？！！
为了我的游戏生涯 为了我Dior",
"DIOR 丰唇蜜的新色有点好看
来源ins",
#今日贴纸打卡# colourpop日落盘和Dior740都到啦很好看的配色种草这么久终于还是买了期待 武汉·吴家山（商圈）,
Dior新出的水感唇釉有多好看？我今天去买YSL哑光13 买完逛到迪奥 看到水感唇釉简直惊为天人！ 于是我把ysl退了 买了两只迪奥 瞬间肚子也不痛了 也不想上厕所了 也不饿了女人真可怕 韩国·首尔,
"每次口红涂重一点都会被夸你今天真的好好看啊
所以我其实就是个适合画浓妆的人我要去考虑入手Dior999了吗",
"要去天福广场
定位到了会展中心
步行一站地
明天的明天
可不可以不要这么傻dior",
现在丢了东西我宁愿重新买都不想再找回来 主动要钱的都不是什么好人 觉得恶心 捡到我东西 我主动给钱或者送东西感谢是应该的 但是你主动索取就是没素质 上次捡到我手机的小姐姐 我给钱人家说什么也不要 然后我就买了dior唇釉送她 跟她说如果她不收的话 我自己留着也浪费了 我对唇釉过敏 这才勉强收下了,
真的是气到死，不适合做营业员这种服务行业。会猝死。咸鱼卖了一只dior口红，被倒翻账，说口红就这么一点点，他妈还说当她没买过口红？要死了，本身这个牌子的口红就一点点好伐。之前遇到个说我帽子的阿加莎那条狗有点毛躁硬要退十块钱，现在的女人都怎么回事？追求完美就去买新货啊！！！！！,
"心血来潮凑个热闹
#30天口红挑战#Day 1 第一支口红
很久以前爸爸带回来的Dior唇釉639
应该是番茄色的最初形态吧 更橘调一点的201
过很久了没想到居然没有坏 还挺震惊的
这个30天挑战不知道会坚持到第几天
希望@烤肉肉肉肉-QJY 跟我一起玩",
海盗爷的经典——DIOR Jack-R设计的秒拍视频,
"最近真的很愛這個Dior 大包包，不但放得下所有教舞需要的東西，也可以當作媽媽包，而且搭配牛仔系列超好看的～☺️😘🍀🌺👜
#dior #",
"#wuli美少女の日常#
爸爸在意大利逛街时候问问想买点啥给我带回来
我也只能想到上周小怡婚礼时从王小雨那边吃了安利的dior999
当时说回来一定要买，但是回来后犹豫了
在考虑是直接买还是加入愿望清单再说
我爸问我是不是就一管口红
好不容易出趟国能给我 买点保真的东西
可是呀
我平时也不关注这些东 ...全文",
"Dior Lacquer Plump唇釉，先涂556，再把538叠在中央
搬运：haana042 彩妆资讯羊咩咩的秒拍视频",
Dior的这个面纱......像戴眼镜钻火灶然后把眼镜取下来后的样子.......,
"dior的礼盒也太好看了8
（假装是自己收到的）",
大杯冰美式加上喷太多的miss dior等于头疼想吐睡不捉的漫漫长夜。。。太熏了。。。花香调真是一言难尽白夸了,
"0412上海 Dior Homme @Johnny黄景瑜 🐳

#黄景瑜能量月##黄景瑜放开我北鼻#

Cr 9LIE2",
Dior 秀场上，那位肩带滑落的小姐姐真是太美了 缀着星空的仙裙也是别致入眼，用“众星捧月”来形容可以说是非常合适了简直迷倒啊，迷倒。,
【#大牌美妆空降SM百货# 五一假期厦门买买买】用一支口红解决你的烦恼！@SM百货厦门店 美妆区4月26日升级开幕！DIOR、LANCOME、CHANEL、ESTEE LAUDER 、MAC、Kiehl's六大国际一线大牌闪耀开柜！4.26-5.1期间更有超多折扣福利！转发本博@ 3好友，还有机会获雅诗兰黛限量礼袋1份（20名额）5月2日开奖 ...全文,
"Dior Homme Summer 18 JACKET
穿着真的太贵气 太王子啦👏👏",
"男朋友再不出现我就自己买dior999咯
fine 放假了",
"Dior固体唇釉新颜色
拍完忘记记色号了
只记得第一个是524，我买了几支",
"我那还剩1/4左右的钻光粉霜，我的挚爱，好像，氧化了.........
颜色变得好深........
不过
我现在比较喜欢dior喷雾。",
"姥姥拿着这个Q版dior香水问我：这是眼药水吗？
哈哈哈哈哈我直接跪了呀！我说姥姥啊你幸亏问问我！
这件事情告诉我们心存疑问一定要沟通！千万别猜！千万别以为！不然后果不堪设想！",
N年前去香港买的一瓶DIOR花漾甜心终于用完了。感觉太甜腻了，想换个木质香调的。去丝芙兰导购介绍了这个牌子，当时闻着蛮舒服的。回来一查名字尴尬啦！,
"今日试香（6/17）
miss dior 花漾甜心
哇哇哇，一直到下午都很刺鼻，完全没有写的那么美好……我还是适合淡香氛。
伴随着今天有那么一丢丢不爽…这个不考虑了就～
#四月，再见#",
Dior999爱了,
"今儿这班车开过来的时候
感觉整车载满了胭脂俗粉哈哈哈
本以为是某位女士手抖喷太多
按道理香味应该是从一个点辐射开来的
我从车头站到车尾 香味浓度毫无变化
可想而知
公交车司机师傅 大概是拿香水洗的车
是那种没拿水稀释的浓度
是Dior的真我",
"说说我所知道的人种歧视问题。Dior当年海盗爷，发表了对犹太人的歧视言论，立刻被Dior炒掉了。2011年成衣秀都无法谢幕，最后是裁缝们全体出来谢幕。
歧视华人确实可能跟巴黎世家品牌无关，但是巴黎世家发了一个不痛不痒的的声明，算什么？能不能有点动作？怎么，中国人把钱花你们那去了，连最基本尊重 ...全文",
一张dior送给你们,
Jennifer Lawrence | Dior's pre-fall 2018 campaign,
街香。。。一个味道一段记忆 上学期一整个学期都在用miss dior 那时候也好开心好甜好甜好幸福 现在过的不开心了就开始用回这个傻白甜的味道 辛辣的邂逅暂且还是不想碰了… 把自己的不开心赖到香水上也是醉了,
"下午试着录了一下视频
录到最后擦这个唇釉Colourpop的Fugd’d的时候真的超慌
怎么那么难涂均匀而且超不显色。。就像是擦了一层猪油的赶脚方乱之中我左右确认的时候不小心镜头摔了VeryMe了额额
想买Dior619唇釉买不到据说这个是替代色所以买来试试 但是 使用感真的太差了 拉入黑名单 ...全文",
"今儿这班车开过来的时候
感觉整车载满了胭脂俗粉哈哈哈
本以为是某位女士手抖喷太多
按道理香味应该是从一个点辐射开来的
我从车头站到车尾 香味浓度毫无变化
可想而知
公交车司机师傅 大概是拿香水洗的车
是那种没拿水稀释的浓度
是Dior的真我",
"说说我所知道的人种歧视问题。Dior当年海盗爷，发表了对犹太人的歧视言论，立刻被Dior炒掉了。2011年成衣秀都无法谢幕，最后是裁缝们全体出来谢幕。
歧视华人确实可能跟巴黎世家品牌无关，但是巴黎世家发了一个不痛不痒的的声明，算什么？能不能有点动作？怎么，中国人把钱花你们那去了，连最基本尊重 ...全文",
一张dior送给你们,
Jennifer Lawrence | Dior's pre-fall 2018 campaign,
街香。。。一个味道一段记忆 上学期一整个学期都在用miss dior 那时候也好开心好甜好甜好幸福 现在过的不开心了就开始用回这个傻白甜的味道 辛辣的邂逅暂且还是不想碰了… 把自己的不开心赖到香水上也是醉了,
"下午试着录了一下视频
录到最后擦这个唇釉Colourpop的Fugd’d的时候真的超慌
怎么那么难涂均匀而且超不显色。。就像是擦了一层猪油的赶脚方乱之中我左右确认的时候不小心镜头摔了VeryMe了额额
想买Dior619唇釉买不到据说这个是替代色所以买来试试 但是 使用感真的太差了 拉入黑名单 ...全文",
"現在完全是Dior的腦殘粉
已被他們的保養跟彩妝收服（其實香水也是啦）
雖然賣這支唇膏是因爲我在小紅書上看到人家說陳偉霆幾年前拍雜誌時有用到的
哈哈哈哈哈反正也好看嘛就買了 浴巾兒的秒拍视频",
"Dior999滋润版
极力推荐",
"#草单# 最近想再买个高光，唯一的一块kiko用着感觉一般，但是在好几个大火的里面纠结买哪个
有Mac dg，BB pink glow，hourglass三色或者棒，dior 001，colourpop flexitarian……
我觉得高光是真用不完呀，考虑买个喜欢的就好好用
高光刷也想买个，现在用别的功能的刷子凑合，打算在及第06 ...全文",
昨天在乐天 清潭洞 东大门狂奔了一天～累成🐶～今天休闲游【清潭洞Dior Coffee 打卡～,
刘嘉玲回应年龄作假 自己从来不怕变老 当时为dior录制的一段关于love的英文视频 气场真的没话讲 羡慕嘉玲的心态 娱乐头条说的秒拍视频,
当年被称为意大利Dior的设计师 Federico Forquet ，在关闭其时装屋后在托斯卡纳山间“经营”起他的花园，用植物作为面料，制造色彩、廓形、层次、生机，40多年至今如一日。 合肥·安徽广电中心,
"Dior Sauvage Editorial part2
📸 by Elisa Carnicer",
"请拿着Dior开场吹一辈子好不好，这样你都要提老霉，你不是犯贱

今天也要为果粒橙的爱情而奋斗努力惹

果粒橙女孩永不认输",
老铁，dior999了解一下？ #搞笑#,
"這個是ROM裡面Dior的特展
講真有些設計現在看起來好迷啊⋯",
【女生买了一支278块的口红 结果被男友骂太败家了…】近日网上一姑娘投稿称，自己花费278块钱买了一支Dior口红，高高兴兴地告诉男友，然而没想到男友的回复也是扎了心，男友痛斥女朋友太败家，男友觉得七八十块的口红自己都嫌贵，女生晒出聊天记录。对此你的看法是什么？,
Vogue Japan 06/2018，Dior Beauty，水原希子。,
DIOR HOMME再次与法国BMX自行车专业制造商BOGARDE合作，联名推出DIOR HOMME自行车。金色与黑色的配色非常吸引人，逼格也超高——至于价格嘛……,
喜欢各种各样的滤镜颜色，然后莫名喜欢了Dior828的颜色，可是室友说我岁数太小不适合自己还担心日常抹不了，怕办公室的姐姐们像看猴一样的看我晚上聚餐回来跟爸爸说的内容不是很愉快，但是还希望彼此可以理解吧，加油吧，睡觉，晚安。,
老铁，dior999了解一下？ #搞笑#,
"這個是ROM裡面Dior的特展
講真有些設計現在看起來好迷啊⋯",
【女生买了一支278块的口红 结果被男友骂太败家了…】近日网上一姑娘投稿称，自己花费278块钱买了一支Dior口红，高高兴兴地告诉男友，然而没想到男友的回复也是扎了心，男友痛斥女朋友太败家，男友觉得七八十块的口红自己都嫌贵，女生晒出聊天记录。对此你的看法是什么？,
Vogue Japan 06/2018，Dior Beauty，水原希子。,
DIOR HOMME再次与法国BMX自行车专业制造商BOGARDE合作，联名推出DIOR HOMME自行车。金色与黑色的配色非常吸引人，逼格也超高——至于价格嘛……,
喜欢各种各样的滤镜颜色，然后莫名喜欢了Dior828的颜色，可是室友说我岁数太小不适合自己还担心日常抹不了，怕办公室的姐姐们像看猴一样的看我晚上聚餐回来跟爸爸说的内容不是很愉快，但是还希望彼此可以理解吧，加油吧，睡觉，晚安。,
"dior的春季限定眼影
配色吼吼看啊，等了一个多月好不容易等来了。",
"给陈先生（hx的骑士）点赞
陈先生说你有TF,香奶奶，纪梵希，诶刚好你没有Dior，再给你买只Armani你可以凑齐召唤神龙了。不不不，我还没有萝卜丁呢我的亲爱的(ღ˘⌣˘ღ)",
#带着边框一起拍# 迪奥官网真的赠很多小样试用装人生第一次买Dior纪念一下#街头漫拍#,
【#大牌美妆空降SM百货# 六大美妆天团来厦门啦】开馆倒计时1天！@SM百货厦门店 美妆区4月26日升级开幕！DIOR、LANCOME、CHANEL、ESTEE LAUDER 、MAC、Kiehl's六大国际一线大牌闪耀开柜！全馆超30个美妆品牌，邀你体验#享美主义#。现转发本博@ 3好友，还有机会获雅诗兰黛限量礼袋1份（20名额），4 ...全文,
转这条，抽一个仙女送Dior 999 顺便把关注点一点，后天就开~,
Dior Homme新任珠宝设计师Yoon Ahn的个人品牌Ambush即将与Nike展开联名合作系列,
"【IG】ellegirl_jp：ELLEgirlのLINE MOOK最新号は、水原希子＆佑果のLAトリップに密着！　豪華セレブも集結したイベント＆パーティの様子をリポートします✨
_
ELLEgirlのLINE MOOK最新号は、LINEアプリを起動後、「その他」から「公式アカウント」をタップして「oa-ellegirl」を検索して友だちに追加 ...全文",
Dior FW18 Exit #Estelle陈瑜##chiara corridori##Irinadjuranovic##VittoriaCeretti##estella brons##romy schonberger##jessie bloemendaal# chanleonnn00的秒拍视频,
抖音种草的第一家店铺～第一次感觉到国货如此强大！！！且不说两百块钱送了一堆的赠品，单看口红的名字，橘子洲头、美人红袖、秦楼长欢、宝岛西柚…简直不能更赞！！！我已经默默的把之前的Dior和ysl收起来了！！！ 石家庄,
"有好事发生
比如
一夜暴富
今天弄掉了一支Dior口红
不是很开心
希望有好事发生",
Dior活动无ps照曝光，杨颖真实身材太吓人，网友：你家晓明知道吗。,
2016年的迪奥真我香水广告：Dior J'adore - The Absolute Femininity，看完之后需要静静（地再刷几遍）。塞隆真的美到让人窒息，完全就是真我香水的化身。Woodkid的I Love You作为广告的BGM也是完美，音乐响起的时候配合广告的场景真是天衣无缝。“Where the light shivers offshore/Through the tides ...全文,
拆快递开心 立个flag，今年买的最后一块高光是Dior002…,
"#Karlie Kloss# This is the American Girl for Dior Spring 2011 Paris

一镜到底+细节版 Karlie-Kloss的秒拍视频",
"我要向雅邦口红道歉！之前买了两支试色之后觉得巨难涂直接闲置，前两天心血来潮拿出来试色，膏体上的那层膜化了，巨好涂！还特别好看
试色是图上的圣诞红，图二苹果手机前置无美颜无滤镜，图三无他相机拍的，嗷，吃我安利！
（ps：另一只番茄红涂到我嘴上和Dior999很像，有空发对比图！）",
水蜜桃味的杨树林 葡萄味的欧莱雅 香草味的dior cup cake味的MAC 糖果味的fresh 花香味的chanel 淡淡甜的兰蔻,
最近日日宠幸枫叶红色调的💄，又长草Dior740，不过感觉和刚入手的阿玛尼红管405、MAC chilli蛮相似的，要不要拔草呢～,
估计抵制不到吧？但是挺生气的，我在老佛爷和一个Dior的黑人sales也发生过争执，对方态度也是非常藐视中国人的态度,
诶。最高院关于知产的行政案件。申请人Dior公司的律师穿的比商标局的人还像工作人员。被申请人这个小姐姐作为公务员 指甲做的好奇怪 头发颜色也太浅了 脸摸的过于白不显气色 。,
"想了想这个牌子的洗面奶，我还真是用了好多年了都没换过……自己都惊讶了……
还在北京的时候用过DIOR的白茶（好像是叫这个……），后来用完SANA就再也回不去了，便宜好用。 日本·京都",
"种草许久的Dior421
上唇之后发现和唇色一模一样
所以我这💰花到哪里了呀",
#翻造型# 演员@练练 现身街头，干练短发搭配Dior的choker和墨镜，Ader_error西装外套，MO&CO阔腿裤，演绎清爽明快的夏日风姿。,
"昨天梦到soul的测试变成现实版了
我挑了一个小姐姐还骗她我是男的
最后发现自己一下子穿越到了伦敦
但是我从没去过伦敦
我看看周围以为是济州岛
我告诉他我也是女孩子
刚刚撩她是我故意的
然后她说知道啊
还带我去Dior的店里画了个妆
全程带我游伦敦
天上的雨下的很大街道上都是水
我们两个的高跟鞋都 ...全文",
Dior421是真的好好看哦🤩🤩🤩很温柔又不失个性的颜色 🧚🏻🧚🏻🧚🏻 可以说是除了正红之外极少个会让我觉得Zats for ME！！！的色号了,
"4月26日开奖合集，这波很多几率大的，点赞脱非！[加油][加油][加油]

500块 网页链接
Dior999 网页链接
苹果四件套 网页链接

5000块 网页链接
5000块 网页链接
1000块 网页链接
1000块 网页链接
20人分3000 ...全文",
"直接赞

抽一位送这支Dior999

关注点一下 明天就开👌",
那年Dior的秀释出的名人采访，一路全球最顶级的明星说着这季Dior的设计怎么着balabala的，镜头转到章子怡这最实在，直接整一句“wanna everything” 可爱。 解毒电影的秒拍视频,
宠幸一下Dior999 一支大半年没碰过的口红,
多年前给自己买的第一瓶香水Miss Dior，是在格拉的John Louis. 格拉的天总是阴阴的，我习惯每天早课前都喷一两下，淡淡的小香就像要迎来阳光。所以我也习惯性的买过一瓶又一瓶。那段时光太美好，以至于它的味道就真的代表了格拉。如今偶尔再喷起它，还会想起那些在记忆里闪着光的日子,
【#上海实习僧# | LVMH旗下Dior市场部招聘香水组实习生】含金量很高的实习，英语要好，有责任心和抗压能力，坐标恒隆广场办公楼一期，要求一周四天以上，星期一要到岗，可持续至少三个月。120/天，不留用，有意者请发送中英文简历与一张生活照至lorenamiao@diormail.com,
